group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Size in Bytes (power of 2),,13,,,84484359.0,ns,77178640
Size in Bytes (power of 2),,13,,,85400904.0,ns,78055670
Size in Bytes (power of 2),,13,,,89393042.0,ns,78932700
Size in Bytes (power of 2),,13,,,86915488.0,ns,79809730
Size in Bytes (power of 2),,13,,,92586896.0,ns,80686760
Size in Bytes (power of 2),,13,,,89876645.0,ns,81563790
Size in Bytes (power of 2),,13,,,87984243.0,ns,82440820
Size in Bytes (power of 2),,13,,,90258990.0,ns,83317850
Size in Bytes (power of 2),,13,,,91423836.0,ns,84194880
Size in Bytes (power of 2),,13,,,94613466.0,ns,85071910
Size in Bytes (power of 2),,13,,,98000054.0,ns,85948940
Size in Bytes (power of 2),,13,,,95708485.0,ns,86825970
Size in Bytes (power of 2),,13,,,95938124.0,ns,87703000
